OutputID,OutputName,OutputType,OutputTier,ConstructionTime,PlanetTypes,Factions,ResourceType,FunctionalPurpose,UsageCategory,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7,Ingredient8,Quantity8,Ingredient9,Quantity9,CompletionStatus,InternalRecipeID,ProductionSteps,NOT_USED
shockwave-cannon-cap-t4,Shockwave Cannon CAP T4,SHIP_WEAPONS,4,4200,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Shockwave Cannon CAP T3,1,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,complete,,10,FALSE
shockwave-cannon-cap-t5,Shockwave Cannon CAP T5,SHIP_WEAPONS,5,8400,Volcanic Planet;Ice Planet,USTUR,,,,Shockwave Cannon CAP T4,1,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,complete,,11,FALSE
shockwave-cannon-class8-t1,Shockwave Cannon CLASS8 T1,SHIP_WEAPONS,1,540,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,,,complete,,9,FALSE
shockwave-cannon-class8-t2,Shockwave Cannon CLASS8 T2,SHIP_WEAPONS,2,1080,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Cannon CLASS8 T1,1,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,complete,,10,FALSE
shockwave-cannon-class8-t3,Shockwave Cannon CLASS8 T3,SHIP_WEAPONS,3,2700,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Shockwave Cannon CLASS8 T2,1,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,complete,,11,FALSE
shockwave-cannon-class8-t4,Shockwave Cannon CLASS8 T4,SHIP_WEAPONS,4,5400,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Shockwave Cannon CLASS8 T3,1,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,complete,,12,FALSE
shockwave-cannon-class8-t5,Shockwave Cannon CLASS8 T5,SHIP_WEAPONS,5,10800,Volcanic Planet;Ice Planet,USTUR,,,,Shockwave Cannon CLASS8 T4,1,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,complete,,13,FALSE
shockwave-cannon-cmd-t1,Shockwave Cannon CMD T1,SHIP_WEAPONS,1,480,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,,,complete,,7,FALSE
shockwave-cannon-cmd-t2,Shockwave Cannon CMD T2,SHIP_WEAPONS,2,960,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Cannon CMD T1,1,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,complete,,8,FALSE
shockwave-cannon-cmd-t3,Shockwave Cannon CMD T3,SHIP_WEAPONS,3,2400,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Shockwave Cannon CMD T2,1,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,complete,,9,FALSE
shockwave-cannon-cmd-t4,Shockwave Cannon CMD T4,SHIP_WEAPONS,4,4800,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Shockwave Cannon CMD T3,1,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,complete,,10,FALSE
shockwave-cannon-cmd-t5,Shockwave Cannon CMD T5,SHIP_WEAPONS,5,9600,Volcanic Planet;Ice Planet,USTUR,,,,Shockwave Cannon CMD T4,1,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,complete,,11,FALSE
shockwave-cannon-l-t1,Shockwave Cannon L T1,SHIP_WEAPONS,1,360,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,,,complete,,5,FALSE
shockwave-cannon-l-t2,Shockwave Cannon L T2,SHIP_WEAPONS,2,720,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Cannon L T1,1,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,complete,,6,FALSE
shockwave-cannon-l-t3,Shockwave Cannon L T3,SHIP_WEAPONS,3,1800,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Shockwave Cannon L T2,1,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,complete,,7,FALSE
shockwave-cannon-l-t4,Shockwave Cannon L T4,SHIP_WEAPONS,4,3600,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Shockwave Cannon L T3,1,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,complete,,8,FALSE
shockwave-cannon-l-t5,Shockwave Cannon L T5,SHIP_WEAPONS,5,7200,Volcanic Planet;Ice Planet,USTUR,,,,Shockwave Cannon L T4,1,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,complete,,9,FALSE
shockwave-cannon-m-t1,Shockwave Cannon M T1,SHIP_WEAPONS,1,300,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,,,complete,,5,FALSE
shockwave-cannon-m-t2,Shockwave Cannon M T2,SHIP_WEAPONS,2,600,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Cannon M T1,1,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,complete,,6,FALSE
shockwave-cannon-m-t3,Shockwave Cannon M T3,SHIP_WEAPONS,3,1500,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Shockwave Cannon M T2,1,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,complete,,7,FALSE
shockwave-cannon-m-t4,Shockwave Cannon M T4,SHIP_WEAPONS,4,3000,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Shockwave Cannon M T3,1,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,complete,,8,FALSE
shockwave-cannon-m-t5,Shockwave Cannon M T5,SHIP_WEAPONS,5,6000,Volcanic Planet;Ice Planet,USTUR,,,,Shockwave Cannon M T4,1,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,complete,,9,FALSE
shockwave-cannon-s-t1,Shockwave Cannon S T1,SHIP_WEAPONS,1,240,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,,,,,,,,,,,,,complete,,5,FALSE
shockwave-cannon-s-t2,Shockwave Cannon S T2,SHIP_WEAPONS,2,480,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Cannon S T1,1,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,,,,,,,,,,,complete,,6,FALSE
shockwave-cannon-s-t3,Shockwave Cannon S T3,SHIP_WEAPONS,3,1200,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Shockwave Cannon S T2,1,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,,,,,,,,,,,complete,,7,FALSE
shockwave-cannon-s-t4,Shockwave Cannon S T4,SHIP_WEAPONS,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Shockwave Cannon S T3,1,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,,,,,,,,,,,complete,,8,FALSE
shockwave-cannon-s-t5,Shockwave Cannon S T5,SHIP_WEAPONS,5,4800,Volcanic Planet;Ice Planet,USTUR,,,,Shockwave Cannon S T4,1,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,,,,,,,,,,,complete,,9,FALSE
shockwave-cannon-ttn-t1,Shockwave Cannon TTN T1,SHIP_WEAPONS,1,600,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,,,complete,,9,FALSE
shockwave-cannon-ttn-t2,Shockwave Cannon TTN T2,SHIP_WEAPONS,2,1200,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Cannon TTN T1,1,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,complete,,10,FALSE
shockwave-cannon-ttn-t3,Shockwave Cannon TTN T3,SHIP_WEAPONS,3,3000,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Shockwave Cannon TTN T2,1,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,complete,,11,FALSE
shockwave-cannon-ttn-t4,Shockwave Cannon TTN T4,SHIP_WEAPONS,4,6000,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Shockwave Cannon TTN T3,1,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,complete,,12,FALSE
shockwave-cannon-ttn-t5,Shockwave Cannon TTN T5,SHIP_WEAPONS,5,12000,Volcanic Planet;Ice Planet,USTUR,,,,Shockwave Cannon TTN T4,1,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,complete,,13,FALSE
shockwave-cannon-xs-t1,Shockwave Cannon XS T1,SHIP_WEAPONS,1,180,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,,,,,,,,,,,,,complete,,5,FALSE
shockwave-cannon-xs-t2,Shockwave Cannon XS T2,SHIP_WEAPONS,2,360,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Cannon XS T1,1,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,,,,,,,,,,,complete,,6,FALSE
shockwave-cannon-xs-t3,Shockwave Cannon XS T3,SHIP_WEAPONS,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Shockwave Cannon XS T2,1,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,,,,,,,,,,,complete,,7,FALSE
shockwave-cannon-xs-t4,Shockwave Cannon XS T4,SHIP_WEAPONS,4,1800,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Shockwave Cannon XS T3,1,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,,,,,,,,,,,complete,,8,FALSE
shockwave-cannon-xs-t5,Shockwave Cannon XS T5,SHIP_WEAPONS,5,3600,Volcanic Planet;Ice Planet,USTUR,,,,Shockwave Cannon XS T4,1,Shockwave Payload Kit,1,Cannon Breech,1,Power Regulation Module,1,,,,,,,,,,,complete,,9,FALSE
shockwave-cannon-xxs-t1,Shockwave Cannon XXS T1,SHIP_WEAPONS,1,120,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Payload Kit,1,Cannon Breech,1,,,,,,,,,,,,,,,complete,,4,FALSE
shockwave-cannon-xxs-t2,Shockwave Cannon XXS T2,SHIP_WEAPONS,2,240,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Cannon XXS T1,1,Shockwave Payload Kit,1,Cannon Breech,1,,,,,,,,,,,,,complete,,5,FALSE
shockwave-cannon-xxs-t3,Shockwave Cannon XXS T3,SHIP_WEAPONS,3,600,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Shockwave Cannon XXS T2,1,Shockwave Payload Kit,1,Cannon Breech,1,,,,,,,,,,,,,complete,,6,FALSE
shockwave-cannon-xxs-t4,Shockwave Cannon XXS T4,SHIP_WEAPONS,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Shockwave Cannon XXS T3,1,Shockwave Payload Kit,1,Cannon Breech,1,,,,,,,,,,,,,complete,,7,FALSE
shockwave-cannon-xxs-t5,Shockwave Cannon XXS T5,SHIP_WEAPONS,5,2400,Volcanic Planet;Ice Planet,USTUR,,,,Shockwave Cannon XXS T4,1,Shockwave Payload Kit,1,Cannon Breech,1,,,,,,,,,,,,,complete,,8,FALSE
shockwave-cannon-xxxs-t1,Shockwave Cannon XXXS T1,SHIP_WEAPONS,1,60,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Payload Kit,1,Cannon Breech,1,,,,,,,,,,,,,,,complete,,4,FALSE
shockwave-cannon-xxxs-t2,Shockwave Cannon XXXS T2,SHIP_WEAPONS,2,120,Terrestrial Planet,MUD;ONI;USTUR,,,,Shockwave Cannon XXXS T1,1,Shockwave Payload Kit,1,Cannon Breech,1,,,,,,,,,,,,,complete,,5,FALSE
shockwave-cannon-xxxs-t3,Shockwave Cannon XXXS T3,SHIP_WEAPONS,3,300,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Shockwave Cannon XXXS T2,1,Shockwave Payload Kit,1,Cannon Breech,1,,,,,,,,,,,,,complete,,6,FALSE
shockwave-cannon-xxxs-t4,Shockwave Cannon XXXS T4,SHIP_WEAPONS,4,600,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Shockwave Cannon XXXS T3,1,Shockwave Payload Kit,1,Cannon Breech,1,,,,,,,,,,,,,complete,,7,FALSE
shockwave-cannon-xxxs-t5,Shockwave Cannon XXXS T5,SHIP_WEAPONS,5,1200,Volcanic Planet;Ice Planet,USTUR,,,,Shockwave Cannon XXXS T4,1,Shockwave Payload Kit,1,Cannon Breech,1,,,,,,,,,,,,,complete,,8,FALSE
superchill-beam-cap-t1,Superchill Beam CAP T1,SHIP_WEAPONS,1,420,Terrestrial Planet,MUD;ONI;USTUR,,,,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,,,complete,,7,FALSE
superchill-beam-cap-t2,Superchill Beam CAP T2,SHIP_WEAPONS,2,840,Terrestrial Planet,MUD;ONI;USTUR,,,,Superchill Beam CAP T1,1,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,complete,,8,FALSE
superchill-beam-cap-t3,Superchill Beam CAP T3,SHIP_WEAPONS,3,2100,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Superchill Beam CAP T2,1,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,complete,,9,FALSE
superchill-beam-cap-t4,Superchill Beam CAP T4,SHIP_WEAPONS,4,4200,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Superchill Beam CAP T3,1,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,complete,,10,FALSE
superchill-beam-cap-t5,Superchill Beam CAP T5,SHIP_WEAPONS,5,8400,Volcanic Planet;Ice Planet,USTUR,,,,Superchill Beam CAP T4,1,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,complete,,11,FALSE
superchill-beam-class8-t1,Superchill Beam CLASS8 T1,SHIP_WEAPONS,1,540,Terrestrial Planet,MUD;ONI;USTUR,,,,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,,,complete,,9,FALSE
superchill-beam-class8-t2,Superchill Beam CLASS8 T2,SHIP_WEAPONS,2,1080,Terrestrial Planet,MUD;ONI;USTUR,,,,Superchill Beam CLASS8 T1,1,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,complete,,10,FALSE
superchill-beam-class8-t3,Superchill Beam CLASS8 T3,SHIP_WEAPONS,3,2700,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Superchill Beam CLASS8 T2,1,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,complete,,11,FALSE
superchill-beam-class8-t4,Superchill Beam CLASS8 T4,SHIP_WEAPONS,4,5400,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Superchill Beam CLASS8 T3,1,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,complete,,12,FALSE
superchill-beam-class8-t5,Superchill Beam CLASS8 T5,SHIP_WEAPONS,5,10800,Volcanic Planet;Ice Planet,USTUR,,,,Superchill Beam CLASS8 T4,1,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,complete,,13,FALSE
superchill-beam-cmd-t1,Superchill Beam CMD T1,SHIP_WEAPONS,1,480,Terrestrial Planet,MUD;ONI;USTUR,,,,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,,,complete,,7,FALSE
superchill-beam-cmd-t2,Superchill Beam CMD T2,SHIP_WEAPONS,2,960,Terrestrial Planet,MUD;ONI;USTUR,,,,Superchill Beam CMD T1,1,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,complete,,8,FALSE
superchill-beam-cmd-t3,Superchill Beam CMD T3,SHIP_WEAPONS,3,2400,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Superchill Beam CMD T2,1,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,complete,,9,FALSE
superchill-beam-cmd-t4,Superchill Beam CMD T4,SHIP_WEAPONS,4,4800,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Superchill Beam CMD T3,1,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,complete,,10,FALSE
superchill-beam-cmd-t5,Superchill Beam CMD T5,SHIP_WEAPONS,5,9600,Volcanic Planet;Ice Planet,USTUR,,,,Superchill Beam CMD T4,1,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,,,,,,,complete,,11,FALSE
superchill-beam-l-t1,Superchill Beam L T1,SHIP_WEAPONS,1,360,Terrestrial Planet,MUD;ONI;USTUR,,,,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,,,complete,,5,FALSE
superchill-beam-l-t2,Superchill Beam L T2,SHIP_WEAPONS,2,720,Terrestrial Planet,MUD;ONI;USTUR,,,,Superchill Beam L T1,1,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,complete,,6,FALSE
superchill-beam-l-t3,Superchill Beam L T3,SHIP_WEAPONS,3,1800,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Superchill Beam L T2,1,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,complete,,7,FALSE
superchill-beam-l-t4,Superchill Beam L T4,SHIP_WEAPONS,4,3600,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Superchill Beam L T3,1,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,complete,,8,FALSE
superchill-beam-l-t5,Superchill Beam L T5,SHIP_WEAPONS,5,7200,Volcanic Planet;Ice Planet,USTUR,,,,Superchill Beam L T4,1,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,complete,,9,FALSE
superchill-beam-m-t1,Superchill Beam M T1,SHIP_WEAPONS,1,300,Terrestrial Planet,MUD;ONI;USTUR,,,,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,,,complete,,5,FALSE
superchill-beam-m-t2,Superchill Beam M T2,SHIP_WEAPONS,2,600,Terrestrial Planet,MUD;ONI;USTUR,,,,Superchill Beam M T1,1,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,complete,,6,FALSE
superchill-beam-m-t3,Superchill Beam M T3,SHIP_WEAPONS,3,1500,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Superchill Beam M T2,1,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,complete,,7,FALSE
superchill-beam-m-t4,Superchill Beam M T4,SHIP_WEAPONS,4,3000,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Superchill Beam M T3,1,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,complete,,8,FALSE
superchill-beam-m-t5,Superchill Beam M T5,SHIP_WEAPONS,5,6000,Volcanic Planet;Ice Planet,USTUR,,,,Superchill Beam M T4,1,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,,,,,,,,,complete,,9,FALSE
superchill-beam-s-t1,Superchill Beam S T1,SHIP_WEAPONS,1,240,Terrestrial Planet,MUD;ONI;USTUR,,,,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,,,,,,,,,,,,,complete,,5,FALSE
superchill-beam-s-t2,Superchill Beam S T2,SHIP_WEAPONS,2,480,Terrestrial Planet,MUD;ONI;USTUR,,,,Superchill Beam S T1,1,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,,,,,,,,,,,complete,,6,FALSE
superchill-beam-s-t3,Superchill Beam S T3,SHIP_WEAPONS,3,1200,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Superchill Beam S T2,1,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,,,,,,,,,,,complete,,7,FALSE
superchill-beam-s-t4,Superchill Beam S T4,SHIP_WEAPONS,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Superchill Beam S T3,1,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,,,,,,,,,,,complete,,8,FALSE
superchill-beam-s-t5,Superchill Beam S T5,SHIP_WEAPONS,5,4800,Volcanic Planet;Ice Planet,USTUR,,,,Superchill Beam S T4,1,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,,,,,,,,,,,complete,,9,FALSE
superchill-beam-ttn-t1,Superchill Beam TTN T1,SHIP_WEAPONS,1,600,Terrestrial Planet,MUD;ONI;USTUR,,,,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,,,complete,,9,FALSE
superchill-beam-ttn-t2,Superchill Beam TTN T2,SHIP_WEAPONS,2,1200,Terrestrial Planet,MUD;ONI;USTUR,,,,Superchill Beam TTN T1,1,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,complete,,10,FALSE
superchill-beam-ttn-t3,Superchill Beam TTN T3,SHIP_WEAPONS,3,3000,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Superchill Beam TTN T2,1,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,complete,,11,FALSE
superchill-beam-ttn-t4,Superchill Beam TTN T4,SHIP_WEAPONS,4,6000,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Superchill Beam TTN T3,1,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,complete,,12,FALSE
superchill-beam-ttn-t5,Superchill Beam TTN T5,SHIP_WEAPONS,5,12000,Volcanic Planet;Ice Planet,USTUR,,,,Superchill Beam TTN T4,1,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,Thermal Management System,1,Fire Control Matrix,1,Weapon Synchronization Core,1,,,,,complete,,13,FALSE
superchill-beam-xs-t1,Superchill Beam XS T1,SHIP_WEAPONS,1,180,Terrestrial Planet,MUD;ONI;USTUR,,,,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,,,,,,,,,,,,,complete,,5,FALSE
superchill-beam-xs-t2,Superchill Beam XS T2,SHIP_WEAPONS,2,360,Terrestrial Planet,MUD;ONI;USTUR,,,,Superchill Beam XS T1,1,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,,,,,,,,,,,complete,,6,FALSE
superchill-beam-xs-t3,Superchill Beam XS T3,SHIP_WEAPONS,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Superchill Beam XS T2,1,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,,,,,,,,,,,complete,,7,FALSE
superchill-beam-xs-t4,Superchill Beam XS T4,SHIP_WEAPONS,4,1800,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Superchill Beam XS T3,1,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,,,,,,,,,,,complete,,8,FALSE
superchill-beam-xs-t5,Superchill Beam XS T5,SHIP_WEAPONS,5,3600,Volcanic Planet;Ice Planet,USTUR,,,,Superchill Beam XS T4,1,Superchill Payload Kit,1,Beam Focusing Array,1,Power Regulation Module,1,,,,,,,,,,,complete,,9,FALSE
superchill-beam-xxs-t1,Superchill Beam XXS T1,SHIP_WEAPONS,1,120,Terrestrial Planet,MUD;ONI;USTUR,,,,Superchill Payload Kit,1,Beam Focusing Array,1,,,,,,,,,,,,,,,complete,,4,FALSE
superchill-beam-xxs-t2,Superchill Beam XXS T2,SHIP_WEAPONS,2,240,Terrestrial Planet,MUD;ONI;USTUR,,,,Superchill Beam XXS T1,1,Superchill Payload Kit,1,Beam Focusing Array,1,,,,,,,,,,,,,complete,,5,FALSE
