OutputID,OutputName,OutputType,OutputTier,ConstructionTime,PlanetTypes,Factions,ResourceType,FunctionalPurpose,Usage Category,ProductionSteps,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7,Ingredient8,Quantity8,Ingredient9,Quantity9,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35
cargo-extreme-pressure-core,Extreme Pressure Core,Component,4,0,,,STRUCTURAL_ALLOY,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-pressure-nullification-field,Pressure Nullification Field,Component,5,0,,,STRUCTURAL_ALLOY,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-infinite-pressure-resistance,Infinite Pressure Resistance,Component,5,0,,,STRUCTURAL_ALLOY,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-abyssal-pressure-stabilizer,Abyssal Pressure Stabilizer,Component,4,0,,,STRUCTURAL_ALLOY,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-oceanic-pressure-harmonizer,Oceanic Pressure Harmonizer,Component,3,0,,,STRUCTURAL_ALLOY,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-pressure-resistant-building-core,Pressure-Resistant Building Core,Component,4,0,,,STRUCTURAL_ALLOY,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-deep-water-facility-shell,Deep Water Facility Shell,Component,3,0,,,STRUCTURAL_ALLOY,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-oceanic-building-pressure-system,Oceanic Building Pressure System,Component,4,0,,,STRUCTURAL_ALLOY,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-pressure-resistant-ship-hull,Pressure-Resistant Ship Hull,Component,4,0,,,STRUCTURAL_ALLOY,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-deep-water-habitat-dome,Deep Water Habitat Dome,Component,4,0,,,BIO_MATTER,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-marine-bio-filter,Marine Bio Filter,Component,1,0,,,BIO_MATTER,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-algae-cultivation-chamber,Algae Cultivation Chamber,Component,1,0,,,BIO_MATTER,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-plankton-harvesting-array,Plankton Harvesting Array,Component,2,0,,,BIO_MATTER,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-coral-symbiosis-matrix,Coral Symbiosis Matrix,Component,2,0,,,BIO_MATTER,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-kelp-forest-processor,Kelp Forest Processor,Component,2,0,,,BIO_MATTER,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-deep-sea-bio-reactor,Deep Sea Bio Reactor,Component,3,0,,,BIO_MATTER,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-hydrothermal-life-cultivator,Hydrothermal Life Cultivator,Component,3,0,,,BIO_MATTER,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-bioluminescent-energy-converter,Bioluminescent Energy Converter,Component,3,0,,,BIO_MATTER,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-marine-ecosystem-optimizer,Marine Ecosystem Optimizer,Component,4,0,,,BIO_MATTER,CONSCIOUSNESS_INTERFACE,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-oceanic-bio-building-core,Oceanic Bio Building Core,Component,3,0,,,BIO_MATTER,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-marine-facility-ecosystem,Marine Facility Ecosystem,Component,4,0,,,BIO_MATTER,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-underwater-bio-processing-plant,Underwater Bio Processing Plant,Component,4,0,,,BIO_MATTER,LIFE_SUPPORT,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-oceanic-life-support-matrix,Oceanic Life Support Matrix,Component,3,0,,,BIO_MATTER,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-bio-integrated-ship-hull,Bio-Integrated Ship Hull,Component,4,0,,,BIO_MATTER,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-living-oceanic-habitat,Living Oceanic Habitat,Component,5,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-power-source,Power Source,Component,1,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,Lumanite,2,Graphene,1,,,,,,,,,,,,,,,,,,,,
cargo-energy-cell,Energy Cell,Component,1,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-power-cell,Power Cell,Component,1,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-energy-core,Energy Core,Component,2,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-power-generator,Power Generator,Component,3,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-energy-stabilizer,Energy Stabilizer,Component,2,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-power-distribution-hub,Power Distribution Hub,Component,3,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-energy-storage-matrix,Energy Storage Matrix,Component,3,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-power-converter,Power Converter,Component,2,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-energy-amplifier,Energy Amplifier,Component,3,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-power-management-system,Power Management System,Component,4,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-energy-harmonizer,Energy Harmonizer,Component,3,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-power-efficiency-optimizer,Power Efficiency Optimizer,Component,4,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-energy-flow-regulator,Energy Flow Regulator,Component,2,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-advanced-power-core,Advanced Power Core,Component,4,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-building-power-system,Building Power System,Component,2,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-facility-energy-core,Facility Energy Core,Component,3,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-industrial-power-matrix,Industrial Power Matrix,Component,4,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-building-energy-distribution,Building Energy Distribution,Component,3,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-automated-power-management,Automated Power Management,Component,4,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-facility-backup-power,Facility Backup Power,Component,3,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-ship-power-interface,Ship Power Interface,Component,3,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-emergency-power-backup,Emergency Power Backup,Component,2,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-power-monitoring-system,Power Monitoring System,Component,3,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-weapon-power-supply,Weapon Power Supply,Component,4,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-hydrocarbon,Hydrocarbon,Component,1,120,Gas Giant;Terrestrial Planet,MUD;ONI;USTUR,BIO_MATTER,MATERIAL_PROCESSING,,1,Hydrogen,2,Carbon,2,,,,,,,,,,,,,,,,,,,,
cargo-bio-material,Bio Material,Component,1,0,,,BIO_MATTER,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-organic-compound,Organic Compound,Component,2,0,,,BIO_MATTER,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-bio-synthesis-matrix,Bio Synthesis Matrix,Component,2,0,,,BIO_MATTER,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-genetic-material,Genetic Material,Component,2,0,,,BIO_MATTER,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-bio-catalyst,Bio Catalyst,Component,3,0,,,BIO_MATTER,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-organic-processor,Organic Processor,Component,3,0,,,BIO_MATTER,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-bio-enhancement-serum,Bio Enhancement Serum,Component,3,0,,,BIO_MATTER,BIOLOGICAL_ENHANCEMENT,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-synthetic-organism,Synthetic Organism,Component,3,0,,,BIO_MATTER,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-bio-integration-matrix,Bio Integration Matrix,Component,3,0,,,BIO_MATTER,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-living-tissue-substrate,Living Tissue Substrate,Component,2,0,,,BIO_MATTER,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-bio-adaptive-polymer,Bio Adaptive Polymer,Component,3,0,,,BIO_MATTER,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-bio-building-core,Bio Building Core,Component,3,0,,,BIO_MATTER,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-organic-facility-matrix,Organic Facility Matrix,Component,3,0,,,BIO_MATTER,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-bio-integrated-building-system,Bio Integrated Building System,Component,3,0,,,BIO_MATTER,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-living-building-interface,Living Building Interface,Component,3,0,,,BIO_MATTER,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-self-healing-building-material,Self Healing Building Material,Component,3,0,,,BIO_MATTER,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-bio-ship-hull,Bio Ship Hull,Component,3,0,,,BIO_MATTER,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-living-habitat-core,Living Habitat Core,Component,3,0,,,BIO_MATTER,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-organic-life-support,Organic Life Support,Component,2,0,,,BIO_MATTER,LIFE_SUPPORT,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-food,Food,Component,1,0,,,BIO_MATTER,LIFE_SUPPORT,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-fuel,Fuel,Component,1,0,,,BIO_MATTER,LIFE_SUPPORT,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-ammunition,Ammunition,Component,2,0,,,BIO_MATTER,LIFE_SUPPORT,,0,Copper,1,,,,,,,,,,,,,,,,,,,,,,
cargo-magnet,Magnet,Component,2,0,,,BIO_MATTER,CONTROL_SYSTEM,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-electromagnet,Electromagnet,Component,2,0,,,REFINED_METAL,CONTROL_SYSTEM,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-quantum-facility-core,Quantum Facility Core,Component,5,0,,,QUANTUM_MATERIAL,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-zero-point-energy-core,Zero Point Energy Core,Component,5,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-quantum-energy-amplifier,Quantum Energy Amplifier,Component,5,0,,,QUANTUM_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-exotic-building-power-core,Exotic Building Power Core,Component,5,0,,,QUANTUM_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-ultimate-exotic-building-power,Ultimate Exotic Building Power,Component,5,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-exotic-ship-power-core,Exotic Ship Power Core,Component,5,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-ultimate-ship-energy-core,Ultimate Ship Energy Core,Component,5,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-exotic-facility-computer-core,Exotic Facility Computer Core,Component,5,0,,,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-exotic-ship-computer-core,Exotic Ship Computer Core,Component,5,0,,,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-crystal-lattice,Crystal Lattice,Component,2,0,,,CRYSTAL_PROCESSED,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-energy-crystals,Energy Crystals,Component,2,0,,,CRYSTAL_PROCESSED,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-data-storage-crystal,Data Storage Crystal,Component,3,0,,,CRYSTAL_PROCESSED,DATA_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-focusing-crystal,Focusing Crystal,Component,2,0,,,CRYSTAL_PROCESSED,DAMAGE_AMPLIFICATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-resonance-crystal,Resonance Crystal,Component,3,0,,,CRYSTAL_PROCESSED,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-amplification-crystal,Amplification Crystal,Component,3,0,,,CRYSTAL_PROCESSED,DAMAGE_AMPLIFICATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-stabilization-crystal,Stabilization Crystal,Component,2,0,,,CRYSTAL_PROCESSED,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-harmonic-crystal,Harmonic Crystal,Component,4,0,,,CRYSTAL_PROCESSED,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-power-regulation-crystal,Power Regulation Crystal,Component,3,0,,,CRYSTAL_PROCESSED,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-thermal-barrier-crystal,Thermal Barrier Crystal,Component,3,0,,,CRYSTAL_PROCESSED,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-shield-generation-crystal,Shield Generation Crystal,Component,4,0,,,CRYSTAL_PROCESSED,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-sensor-enhancement-crystal,Sensor Enhancement Crystal,Component,3,0,,,CRYSTAL_PROCESSED,SENSOR_ARRAY,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-communication-crystal,Communication Crystal,Component,2,0,,,CRYSTAL_PROCESSED,COMMUNICATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-precision-targeting-crystal,Precision Targeting Crystal,Component,4,0,,,CRYSTAL_PROCESSED,CONTROL_SYSTEM,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-adaptive-crystal-matrix,Adaptive Crystal Matrix,Component,4,0,,,CRYSTAL_PROCESSED,COMPONENT_ASSEMBLY,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-building-crystal-core,Building Crystal Core,Component,3,0,,,CRYSTAL_PROCESSED,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-facility-resonance-crystal,Facility Resonance Crystal,Component,4,0,,,CRYSTAL_PROCESSED,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-industrial-crystal-matrix,Industrial Crystal Matrix,Component,4,0,,,CRYSTAL_PROCESSED,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-building-harmonic-stabilizer,Building Harmonic Stabilizer,Component,3,0,,,CRYSTAL_PROCESSED,MATERIAL_PROCESSING,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-facility-crystal-network,Facility Crystal Network,Component,4,0,,,CRYSTAL_PROCESSED,COMMUNICATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-building-energy-crystal-core,Building Energy Crystal Core,Component,4,0,,,CRYSTAL_PROCESSED,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-ship-crystal-core,Ship Crystal Core,Component,4,0,,,CRYSTAL_PROCESSED,STRUCTURAL_FRAMEWORK,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-weapon-focusing-crystal,Weapon Focusing Crystal,Component,3,0,,,CRYSTAL_PROCESSED,DAMAGE_AMPLIFICATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-navigation-crystal-array,Navigation Crystal Array,Component,3,0,,,CRYSTAL_PROCESSED,CONTROL_SYSTEM,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-defense-crystal-matrix,Defense Crystal Matrix,Component,4,0,,,CRYSTAL_PROCESSED,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-radiation-absorber,Radiation Absorber,Component,4,0,,,ENERGY_MATERIAL,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-energy-shield-generator,Energy Shield Generator,Component,4,0,,,ENERGY_MATERIAL,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-kinetic-barrier-projector,Kinetic Barrier Projector,Component,3,0,,,ENERGY_MATERIAL,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-thermal-protection-system,Thermal Protection System,Component,3,0,,,ENERGY_MATERIAL,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-electromagnetic-countermeasure,Electromagnetic Countermeasure,Component,4,0,,,ENERGY_MATERIAL,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-adaptive-armor-matrix,Adaptive Armor Matrix,Component,5,0,,,ENERGY_MATERIAL,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-facility-defense-core,Facility Defense Core,Component,4,0,,,ENERGY_MATERIAL,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-building-shield-matrix,Building Shield Matrix,Component,4,0,,,ENERGY_MATERIAL,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-industrial-protection-system,Industrial Protection System,Component,5,0,,,ENERGY_MATERIAL,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-ship-defense-core,Ship Defense Core,Component,5,0,,,ENERGY_MATERIAL,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-habitat-protection-matrix,Habitat Protection Matrix,Component,4,0,,,ENERGY_MATERIAL,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-platform-defensive-system,Platform Defensive System,Component,4,0,,,ENERGY_MATERIAL,PROTECTIVE_BARRIER,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-energy-substrate,Energy Substrate,Component,3,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-plasma-containment-unit,Plasma Containment Unit,Component,4,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-fusion-reactor-core,Fusion Reactor Core,Component,4,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-antimatter-stabilizer,Antimatter Stabilizer,Component,4,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-exotic-energy-converter,Exotic Energy Converter,Component,4,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-quantum-energy-matrix,Quantum Energy Matrix,Component,4,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-thermal-energy-recycler,Thermal Energy Recycler,Component,3,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-kinetic-energy-harvester,Kinetic Energy Harvester,Component,3,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-gravitational-energy-tap,Gravitational Energy Tap,Component,4,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-dark-energy-collector,Dark Energy Collector,Component,4,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-advanced-facility-energy-core,Advanced Facility Energy Core,Component,4,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-industrial-energy-matrix,Industrial Energy Matrix,Component,4,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-building-fusion-power-system,Building Fusion Power System,Component,4,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-ship-advanced-energy-core,Ship Advanced Energy Core,Component,4,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-weapon-energy-enhancement-core,Weapon Energy Enhancement Core,Component,4,0,,,ENERGY_MATERIAL,POWER_GENERATION,,0,,,,,,,,,,,,,,,,,,,,,,,,
cargo-tin,Tin,Component,1,60,Barren Planet,MUD;ONI;USTUR,REFINED_METAL,MATERIAL_PROCESSING,,1,Tin Ore,1,,,,,,,,,,,,,,,,,,,,,,
cargo-zinc,Zinc,Component,1,60,Barren Planet,MUD;ONI;USTUR,REFINED_METAL,MATERIAL_PROCESSING,,1,Zinc Ore,1,,,,,,,,,,,,,,,,,,,,,,
cargo-osmium,Osmium,Component,1,60,Volcanic Planet,MUD;ONI;USTUR,REFINED_METAL,MATERIAL_PROCESSING,,1,Osmium Ore,1,,,,,,,,,,,,,,,,,,,,,,
cargo-rhenium,Rhenium,Component,1,60,System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,REFINED_METAL,MATERIAL_PROCESSING,,1,Rhenium Ore,1,,,,,,,,,,,,,,,,,,,,,,
cargo-tritium,Tritium,Component,1,60,System Asteroid Belt,MUD;ONI;USTUR,REFINED_METAL,MATERIAL_PROCESSING,,1,Tritium Ore,1,,,,,,,,,,,,,,,,,,,,,,
cargo-tantalum,Tantalum,Component,1,60,Volcanic Planet,MUD;ONI;USTUR,REFINED_METAL,MATERIAL_PROCESSING,,1,Tantalum Ore,1,,,,,,,,,,,,,,,,,,,,,,
cargo-silver,Silver,Component,2,120,Dark Planet,MUD;ONI;USTUR,REFINED_METAL,MATERIAL_PROCESSING,,1,Silver Ore,1,,,,,,,,,,,,,,,,,,,,,,
cargo-hafnium,Hafnium,Component,2,120,Volcanic Planet,MUD;ONI;USTUR,REFINED_METAL,MATERIAL_PROCESSING,,1,Hafnium Ore,1,,,,,,,,,,,,,,,,,,,,,,
cargo-aluminum,Aluminum,Component,2,120,System Asteroid Belt;Terrestrial Planet,MUD;ONI;USTUR,REFINED_METAL,MATERIAL_PROCESSING,,1,Aluminum Ore,1,,,,,,,,,,,,,,,,,,,,,,
cargo-boron,Boron,Component,2,120,System Asteroid Belt,MUD;ONI;USTUR,REFINED_METAL,MATERIAL_PROCESSING,,1,Boron Ore,1,,,,,,,,,,,,,,,,,,,,,,
cargo-lithium,Lithium,Component,2,120,Barren Planet;System Asteroid Belt,MUD;ONI;USTUR,REFINED_METAL,MATERIAL_PROCESSING,,1,Lithium Ore,1,,,,,,,,,,,,,,,,,,,,,,
cargo-manganese,Manganese,Component,2,120,Barren Planet,MUD;ONI;USTUR,REFINED_METAL,MATERIAL_PROCESSING,,1,Manganese Ore,1,,,,,,,,,,,,,,,,,,,,,,
cargo-scandium,Scandium,Component,2,120,System Asteroid Belt,MUD;ONI;USTUR,REFINED_METAL,MATERIAL_PROCESSING,,1,Scandium Ore,1,,,,,,,,,,,,,,,,,,,,,,
cargo-titanium,Titanium,Component,3,180,System Asteroid Belt,MUD;ONI;USTUR,REFINED_METAL,MATERIAL_PROCESSING,,1,Titanium Ore,1,,,,,,,,,,,,,,,,,,,,,,
cargo-tungsten,Tungsten,Component,3,180,Barren Planet,MUD;ONI;USTUR,REFINED_METAL,MATERIAL_PROCESSING,,1,Tungsten Ore,1,,,,,,,,,,,,,,,,,,,,,,
cargo-vanadium,Vanadium,Component,3,180,Barren Planet,MUD;ONI;USTUR,REFINED_METAL,MATERIAL_PROCESSING,,1,Vanadium Ore,1,,,,,,,,,,,,,,,,,,,,,,
cargo-iridium,Iridium,Component,4,240,Volcanic Planet,MUD;ONI;USTUR,REFINED_METAL,MATERIAL_PROCESSING,,1,Iridium Ore,1,,,,,,,,,,,,,,,,,,,,,,
cargo-platinum,Platinum,Component,4,240,Volcanic Planet,MUD;ONI;USTUR,REFINED_METAL,MATERIAL_PROCESSING,,1,Platinum Ore,1,,,,,,,,,,,,,,,,,,,,,,
cargo-gold,Gold,Component,4,240,Terrestrial Planet,ONI,REFINED_METAL,MATERIAL_PROCESSING,,1,Gold Ore,1,,,,,,,,,,,,,,,,,,,,,,
cargo-rhodium,Rhodium,Component,4,240,Volcanic Planet,MUD;ONI;USTUR,REFINED_METAL,MATERIAL_PROCESSING,,1,Rhodium Ore,1,,,,,,,,,,,,,,,,,,,,,,
